mode,position,alpha,sample_idx,correct,n_steps,logit_margin,predicted_word,expected_word,neg_word
swap,3,1200,3,1,4,0.0,storpus,storpus,felpus
swap,4,-1200,3,1,4,0.0,storpus,storpus,felpus
swap,4,-600,3,1,4,0.0,storpus,storpus,felpus
swap,4,-300,3,1,4,0.0,storpus,storpus,felpus
swap,4,-100,3,1,4,0.0,storpus,storpus,felpus
swap,4,100,3,1,4,0.0,storpus,storpus,felpus
swap,4,300,3,1,4,0.0,storpus,storpus,felpus
swap,4,600,3,1,4,0.0,storpus,storpus,felpus
swap,4,1200,3,1,4,0.0,storpus,storpus,felpus
swap,5,-1200,3,1,4,0.0,storpus,storpus,felpus
swap,5,-600,3,1,4,0.0,storpus,storpus,felpus
swap,5,-300,3,1,4,0.0,storpus,storpus,felpus
swap,5,-100,3,1,4,0.0,storpus,storpus,felpus
swap,5,100,3,1,4,0.0,storpus,storpus,felpus
swap,5,300,3,1,4,0.0,storpus,storpus,felpus
swap,5,600,3,1,4,0.0,storpus,storpus,felpus
swap,5,1200,3,1,4,0.0,storpus,storpus,felpus
swap,0,0,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,-1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,-600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,-300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,-100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,1,1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,-1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,-600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,-300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,-100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,2,1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,-1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,-600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,-300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,-100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,3,1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,-1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,-600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,-300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,-100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,4,1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,-1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,-600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,-300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,-100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,100,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,300,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,600,4,1,4,0.0,tumpus,tumpus,hilpus
swap,5,1200,4,1,4,0.0,tumpus,tumpus,hilpus
swap,0,0,5,0,5,0.0,boompus,bompus,boompus
swap,1,-1200,5,0,5,0.0,boompus,bompus,boompus
swap,1,-600,5,0,5,0.0,boompus,bompus,boompus
swap,1,-300,5,0,5,0.0,boompus,bompus,boompus
swap,1,-100,5,0,5,0.0,boompus,bompus,boompus
swap,1,100,5,0,5,0.0,boompus,bompus,boompus
swap,1,300,5,0,5,0.0,boompus,bompus,boompus
swap,1,600,5,0,5,0.0,boompus,bompus,boompus
swap,1,1200,5,0,5,0.0,boompus,bompus,boompus
swap,2,-1200,5,0,5,0.0,boompus,bompus,boompus
swap,2,-600,5,0,5,0.0,boompus,bompus,boompus
swap,2,-300,5,0,5,0.0,boompus,bompus,boompus
swap,2,-100,5,0,5,0.0,boompus,bompus,boompus
swap,2,100,5,0,5,0.0,boompus,bompus,boompus
swap,2,300,5,0,5,0.0,boompus,bompus,boompus
swap,2,600,5,0,5,0.0,boompus,bompus,boompus
swap,2,1200,5,0,5,0.0,boompus,bompus,boompus
swap,3,-1200,5,0,5,0.0,boompus,bompus,boompus
swap,3,-600,5,0,5,0.0,boompus,bompus,boompus
swap,3,-300,5,0,5,0.0,boompus,bompus,boompus
swap,3,-100,5,0,5,0.0,boompus,bompus,boompus
swap,3,100,5,0,5,0.0,boompus,bompus,boompus
swap,3,300,5,0,5,0.0,boompus,bompus,boompus
swap,3,600,5,0,5,0.0,boompus,bompus,boompus
swap,3,1200,5,0,5,0.0,boompus,bompus,boompus
swap,4,-1200,5,0,5,0.0,boompus,bompus,boompus
swap,4,-600,5,0,5,0.0,boompus,bompus,boompus
swap,4,-300,5,0,5,0.0,boompus,bompus,boompus
swap,4,-100,5,0,5,0.0,boompus,bompus,boompus
swap,4,100,5,0,5,0.0,boompus,bompus,boompus
swap,4,300,5,0,5,0.0,boompus,bompus,boompus
swap,4,600,5,0,5,0.0,boompus,bompus,boompus
swap,4,1200,5,0,5,0.0,boompus,bompus,boompus
swap,5,-1200,5,0,5,0.0,boompus,bompus,boompus
swap,5,-600,5,0,5,0.0,boompus,bompus,boompus
swap,5,-300,5,0,5,0.0,boompus,bompus,boompus
swap,5,-100,5,0,5,0.0,boompus,bompus,boompus
swap,5,100,5,0,5,0.0,boompus,bompus,boompus
swap,5,300,5,0,5,0.0,boompus,bompus,boompus
swap,5,600,5,0,5,0.0,boompus,bompus,boompus
swap,5,1200,5,0,5,0.0,boompus,bompus,boompus
swap,0,0,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,-1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,-600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,-300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,-100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,1,1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,-1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,-600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,-300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,-100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,2,1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,-1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,-600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,-300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,-100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,3,1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,-1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,-600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,-300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,-100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,4,1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,-1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,-600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,-300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,-100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,100,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,300,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,600,6,1,3,0.0,sterpus,sterpus,zumpus
swap,5,1200,6,1,3,0.0,sterpus,sterpus,zumpus
swap,0,0,7,1,3,0.0,timpus,timpus,worpus
swap,1,-1200,7,1,3,0.0,timpus,timpus,worpus
swap,1,-600,7,1,3,0.0,timpus,timpus,worpus
swap,1,-300,7,1,3,0.0,timpus,timpus,worpus
swap,1,-100,7,1,3,0.0,timpus,timpus,worpus
swap,1,100,7,1,3,0.0,timpus,timpus,worpus
swap,1,300,7,1,3,0.0,timpus,timpus,worpus
swap,1,600,7,1,3,0.0,timpus,timpus,worpus
swap,1,1200,7,1,3,0.0,timpus,timpus,worpus
swap,2,-1200,7,1,3,0.0,timpus,timpus,worpus
swap,2,-600,7,1,3,0.0,timpus,timpus,worpus
swap,2,-300,7,1,3,0.0,timpus,timpus,worpus
swap,2,-100,7,1,3,0.0,timpus,timpus,worpus
swap,2,100,7,1,3,0.0,timpus,timpus,worpus
swap,2,300,7,1,3,0.0,timpus,timpus,worpus
swap,2,600,7,1,3,0.0,timpus,timpus,worpus
swap,2,1200,7,1,3,0.0,timpus,timpus,worpus
swap,3,-1200,7,1,3,0.0,timpus,timpus,worpus
swap,3,-600,7,1,3,0.0,timpus,timpus,worpus
swap,3,-300,7,1,3,0.0,timpus,timpus,worpus
swap,3,-100,7,1,3,0.0,timpus,timpus,worpus
swap,3,100,7,1,3,0.0,timpus,timpus,worpus
swap,3,300,7,1,3,0.0,timpus,timpus,worpus
swap,3,600,7,1,3,0.0,timpus,timpus,worpus
swap,3,1200,7,1,3,0.0,timpus,timpus,worpus
swap,4,-1200,7,1,3,0.0,timpus,timpus,worpus
swap,4,-600,7,1,3,0.0,timpus,timpus,worpus
swap,4,-300,7,1,3,0.0,timpus,timpus,worpus
swap,4,-100,7,1,3,0.0,timpus,timpus,worpus
swap,4,100,7,1,3,0.0,timpus,timpus,worpus
swap,4,300,7,1,3,0.0,timpus,timpus,worpus
swap,4,600,7,1,3,0.0,timpus,timpus,worpus
swap,4,1200,7,1,3,0.0,timpus,timpus,worpus
swap,5,-1200,7,1,3,0.0,timpus,timpus,worpus
swap,5,-600,7,1,3,0.0,timpus,timpus,worpus
swap,5,-300,7,1,3,0.0,timpus,timpus,worpus
swap,5,-100,7,1,3,0.0,timpus,timpus,worpus
swap,5,100,7,1,3,0.0,timpus,timpus,worpus
swap,5,300,7,1,3,0.0,timpus,timpus,worpus
swap,5,600,7,1,3,0.0,timpus,timpus,worpus
swap,5,1200,7,1,3,0.0,timpus,timpus,worpus
swap,0,0,8,1,4,0.0,numpus,numpus,sterpus
swap,1,-1200,8,1,4,0.0,numpus,numpus,sterpus
swap,1,-600,8,1,4,0.0,numpus,numpus,sterpus
swap,1,-300,8,1,4,0.0,numpus,numpus,sterpus
swap,1,-100,8,1,4,0.0,numpus,numpus,sterpus
swap,1,100,8,1,4,0.0,numpus,numpus,sterpus
swap,1,300,8,1,4,0.0,numpus,numpus,sterpus
swap,1,600,8,1,4,0.0,numpus,numpus,sterpus
swap,1,1200,8,1,4,0.0,numpus,numpus,sterpus
swap,2,-1200,8,1,4,0.0,numpus,numpus,sterpus
swap,2,-600,8,1,4,0.0,numpus,numpus,sterpus
swap,2,-300,8,1,4,0.0,numpus,numpus,sterpus
swap,2,-100,8,1,4,0.0,numpus,numpus,sterpus
swap,2,100,8,1,4,0.0,numpus,numpus,sterpus
swap,2,300,8,1,4,0.0,numpus,numpus,sterpus
swap,2,600,8,1,4,0.0,numpus,numpus,sterpus
swap,2,1200,8,1,4,0.0,numpus,numpus,sterpus
swap,3,-1200,8,1,4,0.0,numpus,numpus,sterpus
swap,3,-600,8,1,4,0.0,numpus,numpus,sterpus
swap,3,-300,8,1,4,0.0,numpus,numpus,sterpus
swap,3,-100,8,1,4,0.0,numpus,numpus,sterpus
swap,3,100,8,1,4,0.0,numpus,numpus,sterpus
swap,3,300,8,1,4,0.0,numpus,numpus,sterpus
swap,3,600,8,1,4,0.0,numpus,numpus,sterpus
swap,3,1200,8,1,4,0.0,numpus,numpus,sterpus
swap,4,-1200,8,1,4,0.0,numpus,numpus,sterpus
swap,4,-600,8,1,4,0.0,numpus,numpus,sterpus
swap,4,-300,8,1,4,0.0,numpus,numpus,sterpus
swap,4,-100,8,1,4,0.0,numpus,numpus,sterpus
swap,4,100,8,1,4,0.0,numpus,numpus,sterpus
swap,4,300,8,1,4,0.0,numpus,numpus,sterpus
swap,4,600,8,1,4,0.0,numpus,numpus,sterpus
swap,4,1200,8,1,4,0.0,numpus,numpus,sterpus
swap,5,-1200,8,1,4,0.0,numpus,numpus,sterpus
swap,5,-600,8,1,4,0.0,numpus,numpus,sterpus
swap,5,-300,8,1,4,0.0,numpus,numpus,sterpus
swap,5,-100,8,1,4,0.0,numpus,numpus,sterpus
swap,5,100,8,1,4,0.0,numpus,numpus,sterpus
swap,5,300,8,1,4,0.0,numpus,numpus,sterpus
swap,5,600,8,1,4,0.0,numpus,numpus,sterpus
swap,5,1200,8,1,4,0.0,numpus,numpus,sterpus
swap,0,0,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,-1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,-600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,-300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,-100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,1,1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,-1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,-600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,-300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,-100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,2,1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,-1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,-600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,-300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,-100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,3,1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,-1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,-600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,-300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,-100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,4,1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,-1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,-600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,-300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,-100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,100,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,300,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,600,9,0,4,0.0,vumpus,dumpus,vumpus
swap,5,1200,9,0,4,0.0,vumpus,dumpus,vumpus
swap,0,0,10,1,4,0.0,boompus,boompus,terpus
swap,1,-1200,10,1,4,0.0,boompus,boompus,terpus
swap,1,-600,10,1,4,0.0,boompus,boompus,terpus
swap,1,-300,10,1,4,0.0,boompus,boompus,terpus
swap,1,-100,10,1,4,0.0,boompus,boompus,terpus
swap,1,100,10,1,4,0.0,boompus,boompus,terpus
swap,1,300,10,1,4,0.0,boompus,boompus,terpus
swap,1,600,10,1,4,0.0,boompus,boompus,terpus
swap,1,1200,10,1,4,0.0,boompus,boompus,terpus
swap,2,-1200,10,1,4,0.0,boompus,boompus,terpus
swap,2,-600,10,1,4,0.0,boompus,boompus,terpus
swap,2,-300,10,1,4,0.0,boompus,boompus,terpus
swap,2,-100,10,1,4,0.0,boompus,boompus,terpus
swap,2,100,10,1,4,0.0,boompus,boompus,terpus
swap,2,300,10,1,4,0.0,boompus,boompus,terpus
swap,2,600,10,1,4,0.0,boompus,boompus,terpus
swap,2,1200,10,1,4,0.0,boompus,boompus,terpus
swap,3,-1200,10,1,4,0.0,boompus,boompus,terpus
swap,3,-600,10,1,4,0.0,boompus,boompus,terpus
swap,3,-300,10,1,4,0.0,boompus,boompus,terpus
swap,3,-100,10,1,4,0.0,boompus,boompus,terpus
swap,3,100,10,1,4,0.0,boompus,boompus,terpus
swap,3,300,10,1,4,0.0,boompus,boompus,terpus
swap,3,600,10,1,4,0.0,boompus,boompus,terpus
swap,3,1200,10,1,4,0.0,boompus,boompus,terpus
swap,4,-1200,10,1,4,0.0,boompus,boompus,terpus
swap,4,-600,10,1,4,0.0,boompus,boompus,terpus
swap,4,-300,10,1,4,0.0,boompus,boompus,terpus
swap,4,-100,10,1,4,0.0,boompus,boompus,terpus
swap,4,100,10,1,4,0.0,boompus,boompus,terpus
swap,4,300,10,1,4,0.0,boompus,boompus,terpus
swap,4,600,10,1,4,0.0,boompus,boompus,terpus
swap,4,1200,10,1,4,0.0,boompus,boompus,terpus
swap,5,-1200,10,1,4,0.0,boompus,boompus,terpus
swap,5,-600,10,1,4,0.0,boompus,boompus,terpus
swap,5,-300,10,1,4,0.0,boompus,boompus,terpus
swap,5,-100,10,1,4,0.0,boompus,boompus,terpus
swap,5,100,10,1,4,0.0,boompus,boompus,terpus
swap,5,300,10,1,4,0.0,boompus,boompus,terpus
swap,5,600,10,1,4,0.0,boompus,boompus,terpus
swap,5,1200,10,1,4,0.0,boompus,boompus,terpus
